input_dim,output_dim,hidden_dims,lambda_1,lambda_2,alpha_1,alpha_2,lr,train_loss_mean,train_roc_auc_mean,test_loss_mean,test_roc_auc_mean,n_features_mean,true_y_mean,train_loss_std,train_roc_auc_std,test_loss_std,test_roc_auc_std,n_features_std,true_y_std
1524,1,[100, 100, 100],0.1,1.0,0.0001,0.0,0.001,0.17307537272572518,0.9903697805390635,0.9761110305786133,0.7998014384282676,1117.1,0.7149318018664753,0.10943663631836283,0.016509226750476003,0.23151702098627305,0.04803868154252945,39.139366371978994,0.0038170503092536034
1524,1,[50, 50, 50],0.03,1.0,0.0001,0.0,0.001,0.13337722942233085,0.9939250680189214,0.732085007429123,0.854741776285182,1158.8,0.714933520722324,0.037113901508371766,0.005022838379867854,0.20490151740101456,0.053600809319196446,29.589863129119067,0.004931270652499583
1524,1,[100, 100, 100],0.01,1.0,0.0001,0.0,0.0001,0.19300458580255508,0.9771194069538607,0.49107036292552947,0.839142547553274,81.5,0.7149333185039888,0.02950998468378869,0.007991999711988839,0.07917122665142615,0.033944373925038414,16.536323654307203,0.0035354770854996403
1524,1,[300],0.06,1.0,0.0001,0.0,0.0001,0.3182155221700668,0.9541655882633584,0.46798444986343385,0.8459620656804085,38.0,0.7149313974298049,0.013772202741479415,0.007329838189497342,0.05891562609979187,0.03318069504952002,1.3416407864998738,0.004318485495972853
1524,1,[100],0.003,1.0,0.0001,0.0,0.001,0.1570729821920395,0.9873950836692135,0.46539890468120576,0.8800627063911325,1196.9,0.7149329140673185,0.02671910763674391,0.005290523399639313,0.08569609431917648,0.03009195640300625,20.670994170576318,0.005184414473708033
1524,1,[50],0.1,1.0,0.0001,0.0,0.001,0.289608296751976,0.9632703874039652,0.505914843082428,0.8512222635175781,1115.9,0.7149308918839672,0.028342506416868352,0.012849207531419356,0.07021626978634649,0.03282685105276526,16.567739737212197,0.00694505595451529
1524,1,[300],0.06,1.0,0.0001,0.0,0.001,0.1787233605980873,0.9925073541317208,0.5617672085762024,0.8403716883167341,1128.6,0.7149325096306481,0.024567148692279113,0.0042975812431580215,0.10626429456705816,0.04548029297717374,10.584894897919394,0.0037905091465687303
1524,1,[1000],0.01,1.0,0.0001,0.0,0.001,0.07703616619110107,0.999262779134684,0.542412668466568,0.8716566994901337,1149.9,0.7149323074123132,0.014288799100866497,0.0005227476559878933,0.0801095087368979,0.0351849405393009,24.419049940568943,0.0037532583522541766
1524,1,[50],0.03,1.0,0.0001,0.0,0.001,0.2815825939178467,0.9569181875672795,0.47978962659835817,0.8472424924967793,1152.0,0.7149312963206375,0.03753642503883337,0.015652409247340883,0.09862008961176709,0.061304322859320026,20.159365069366643,0.00432510764347431
1524,1,[1000, 1000],0.01,1.0,0.0001,0.0,0.0001,0.024425597861409187,1.0,0.8086889743804931,0.8398553840944555,74.7,0.7149319029756428,0.00103203290719515,0.0,0.153981421888519,0.042825996808677845,14.262187770464951,0.006405584509952536
1524,1,[100, 100],0.2,1.0,0.0001,0.0,0.001,0.23923437669873238,0.9855212705133468,0.8102016746997833,0.8440363467373233,1121.3,0.7149325096306482,0.11650302559990275,0.023267404193612742,0.14485701685003435,0.03707151138944135,30.95496729121192,0.00522748631698411
1524,1,[300, 300],0.0,1.0,0.0001,0.0,0.0001,0.0369677284732461,0.9996485671477127,0.48358846753835677,0.8973141506261161,1389.5,0.7149322063031454,0.012696737583264069,0.0003912196818803392,0.14065433079744305,0.03383189632073878,2.9068883707497264,0.005615926750443944
1524,1,[50, 50, 50],0.1,1.0,0.0001,0.0,0.001,0.14858526289463042,0.9955989958981917,0.9196042716503143,0.8140050207958845,1137.3,0.7149323074123131,0.05175916691941427,0.006339641225963266,0.2516006231236396,0.05711073171641631,25.35764184619698,0.0020435283515667434
1524,1,[1000],0.1,1.0,0.0001,0.0,0.0001,0.254298135638237,0.9846785869932448,0.4928898274898529,0.855675811583515,34.7,0.7149314985389725,0.010423682182565432,0.003257655286755333,0.061999620226730015,0.040046232369929914,1.9519221295943134,0.0053202126748410445
1524,1,[50, 50],0.03,1.0,0.0001,0.0,0.0001,0.3786499798297882,0.9047485726578864,0.4567879647016525,0.8453010556044516,50.4,0.7149313974298049,0.036046545486750035,0.022115083834265824,0.05488875524973185,0.03314119215079839,9.275774900244183,0.005151630107140417
1524,1,[1000],0.006,1.0,0.0001,0.0,0.0001,0.09378754496574401,0.9995107067793156,0.4392765998840332,0.8785287868778642,95.1,0.7149318018664752,0.0033950084904461903,0.00013662524809558295,0.0712653437765456,0.03230264958289505,5.08822169328342,0.0032144739391329587
1524,1,[50, 50],0.006,1.0,0.0001,0.0,0.0001,0.33191188871860505,0.9239112474553508,0.440809765458107,0.8549409555636055,90.3,0.7149309929931347,0.04156061479050795,0.025696587818814173,0.05317920621860673,0.02382874983671869,28.722987309818592,0.0037976502875389233
1524,1,[100],0.006,1.0,0.0001,0.0,0.001,0.17525948733091354,0.9851799826666975,0.46761596500873565,0.8708299039537364,1178.6,0.7149322063031456,0.026343489482887915,0.005801926170284053,0.10005593444407805,0.038629447940127244,16.871277367170514,0.005947644923617978
